Name,Sex.sightings,Date.Sighting,Season,Body.Temp.C,Location,Catch.date,Catch.Sex,SVL,Weight.g.,Lat,Long,ConspecificDensity,NumOverlap50,kdarea,density50
Olaf,Male,12/02/2021,11,45.3,Rforest,17/02/2021,Male,189,310,-27.46221667,153.01705,0.011887073,11,672,0.016369048
Orange,Male,4/09/2020,11,17.7,Spec,15/02/2021,Male,NA,NA,-27.46276667,153.0188167,0.01951952,31,1332,0.023273273
Otis,Male,4/03/2021,11,999,Pground,29/09/2020,Male,196,346,-27.46238333,153.0193833,0.023622047,30,762,0.039370079
Otis,Male,4/03/2021,11,999,Pground,16/02/2021,Male,NA,NA,-27.46238333,153.0193833,0.023622047,30,762,0.039370079
Percy,Female,15/10/2020,11,40.7,Spec,15/02/2021,Female,NA,NA,-27.4627,153.0192167,0.030645161,34,620,0.05483871
Pesto,Male,15/10/2020,11,15.4,Rforest,6/10/2020,Male,241,544,-27.46225,153.0169,0.00761035,11,657,0.01674277
Pesto,Male,22/09/2020,11,0,Rforest,6/10/2020,Male,241,544,-27.46226667,153.0169,0.00761035,11,657,0.01674277
Pesto,Male,8/09/2020,11,15.6,Rforest,6/10/2020,Male,241,544,-27.46225,153.0168333,0.00761035,11,657,0.01674277
Pistache,Male,13/10/2020,11,0,Spec,28/09/2020,Male,259,760,-27.46271667,153.0188833,0.059907834,32,434,0.073732719
Pistache,Male,13/10/2020,11,0,Spec,28/07/2021,Male,272,892,-27.46271667,153.0188833,0.059907834,32,434,0.073732719
Pistache,Male,13/10/2020,11,0,Spec,15/02/2021,Male,NA,NA,-27.46271667,153.0188833,0.059907834,32,434,0.073732719
Pixie,Female,4/06/2021,11,771,Spec,5/10/2020,Female,187,286,-27.46285,153.0189,0.064676617,39,402,0.097014925
Pixie,Female,4/06/2021,11,771,Spec,16/02/2021,Female,NA,NA,-27.46285,153.0189,0.064676617,39,402,0.097014925
Reptincel,Female,13/10/2020,11,0,Spec,6/10/2020,Female,165,158,-27.46303333,153.0192667,0.056097561,28,410,0.068292683
Reptincel,Female,17/09/2020,11,0,Spec,6/10/2020,Female,165,158,-27.46305,153.0192833,0.056097561,28,410,0.068292683
Reptincel,Female,13/10/2020,11,0,Spec,17/02/2021,Female,NA,NA,-27.46303333,153.0192667,0.056097561,28,410,0.068292683
Reptincel,Female,17/09/2020,11,0,Spec,17/02/2021,Female,NA,NA,-27.46305,153.0192833,0.056097561,28,410,0.068292683
Sardine,Female,13/10/2020,11,18.2,Lake,7/10/2020,Female,187,283,-27.46226667,153.0174333,0.03880597,13,335,0.03880597
Sardine,Female,13/10/2020,11,18.2,Lake,19/02/2021,Female,NA,NA,-27.46226667,153.0174333,0.03880597,13,335,0.03880597
Starlight,Male,21/06/2021,11,11.6,Spec,5/10/2020,Male,217,660,-27.46268333,153.0193833,0.028795812,28,764,0.036649215
Starlight,Male,21/06/2021,11,11.6,Spec,16/02/2021,Male,NA,NA,-27.46268333,153.0193833,0.028795812,28,764,0.036649215
Supergirl,Female,4/06/2021,11,0,Spec,30/09/2020,Female,170,286,-27.46288333,153.0191667,0.038304808,43,1227,0.035044825
Supergirl,Female,4/06/2021,11,0,Spec,19/02/2021,Female,NA,NA,-27.46288333,153.0191667,0.038304808,43,1227,0.035044825
Sushi,Male,20/10/2020,11,44.4,Spec,30/09/2020,Male,246,752,-27.46275,153.01895,0.038071066,26,394,0.065989848
Sushi,Male,20/10/2020,11,44.4,Spec,28/07/2021,Male,265,840,-27.46275,153.01895,0.038071066,26,394,0.065989848
Sushi,Male,20/10/2020,11,44.4,Spec,15/02/2021,Male,NA,NA,-27.46275,153.01895,0.038071066,26,394,0.065989848
Sylvester,Male,15/10/2020,11,12.6,Rforest,1/10/2020,Male,222,586,-27.46186667,153.01705,0.005825243,3,515,0.005825243
Teatree,Male,4/06/2021,11,11.4,Spec,30/09/2020,Male,243,746,-27.46268333,153.0193333,0.057894737,26,380,0.068421053
Teatree,Male,26/05/2021,11,12.3,Spec,30/09/2020,Male,243,746,-27.46268333,153.01935,0.057894737,26,380,0.068421053
Teatree,Male,4/06/2021,11,11.4,Spec,15/02/2021,Male,NA,NA,-27.46268333,153.0193333,0.057894737,26,380,0.068421053
Teatree,Male,26/05/2021,11,12.3,Spec,15/02/2021,Male,NA,NA,-27.46268333,153.01935,0.057894737,26,380,0.068421053
Thing,Female,8/09/2020,11,16.7,Lake,2/10/2020,Female,185,296,-27.46265,153.0181167,0.071428571,23,308,0.074675325
Thing,Female,8/09/2020,11,16.7,Lake,25/02/2021,Female,NA,NA,-27.46265,153.0181167,0.071428571,23,308,0.074675325
Tizem,Male,20/10/2020,11,16.9,Lake,7/10/2020,Male,187,255,-27.4624,153.0174833,0.03125,13,352,0.036931818
Tizem,Male,20/10/2020,11,16.9,Lake,17/02/2021,Male,NA,NA,-27.4624,153.0174833,0.03125,13,352,0.036931818
Twistie,Female,18/11/2020,11,0,Pground,30/09/2020,Female,194,284,-27.46218333,153.0188833,0.011869436,5,337,0.014836795
Twistie,Female,18/11/2020,11,0,Pground,19/02/2021,Female,NA,NA,-27.46218333,153.0188833,0.011869436,5,337,0.014836795
Uhura,Female,20/10/2020,11,17.8,Lake,6/10/2020,Female,183,280,-27.46258333,153.01815,0.064516129,23,341,0.06744868
Uhura,Female,20/10/2020,11,17.8,Lake,23/02/2021,Female,NA,NA,-27.46258333,153.01815,0.064516129,23,341,0.06744868
Worm,Female,30/10/2020,11,0,Arid,7/10/2020,Female,169,205,-27.4625,153.0183333,0.037623762,21,505,0.041584158
Worm,Female,30/10/2020,11,0,Arid,23/02/2021,Female,NA,NA,-27.4625,153.0183333,0.037623762,21,505,0.041584158
Zedd,Female,13/10/2020,11,0,Arid,16/02/2021,Female,NA,NA,-27.462283330000002,153.018,0.044585987,24,314,0.076433121
Zod,Male,26/01/2021,11,49.5,Arid,29/09/2020,Male,259,702,-27.46205,153.0185167,0.006811989,20,734,0.027247956
Zod,Male,18/12/2020,11,40.6,Arid,29/09/2020,Male,259,702,-27.46201667,153.0185167,0.006811989,20,734,0.027247956
Barron,Male,14/02/2013,3,37.2,Broms,11/03/2013,Male,291,1100,-27.46273333,153.0195333,0.018791946,13,745,0.017449664
Bongo,Male,11/02/2013,3,37.4,Spec,14/03/2013,Male,252,700,-27.46291667,153.0188667,0.037383178,18,321,0.056074766
Bongo,Male,10/12/2012,3,20.5,Spec,14/03/2013,Male,252,700,-27.46283333,153.01875,0.037383178,18,321,0.056074766
Dumpling,Male,7/12/2012,3,20.4,Broms,11/03/2013,Male,260,750,-27.46263333,153.0193167,0.018934911,14,845,0.016568047
Felix,Male,14/02/2013,3,38.7,Broms,14/03/2013,Male,269,800,-27.46273333,153.0195167,0.013669821,27,951,0.028391167
Felix,Male,14/02/2013,3,38.7,Broms,22/08/2012,Male,NA,NA,-27.46273333,153.0195167,0.013669821,27,951,0.028391167
Holly,Female,23/03/2013,3,39.4,Lake,NA,NA,NA,NA,-27.46236667,153.0179667,0.017391304,17,345,0.049275362
Jack,Male,10/12/2012,3,21,Broms,29/08/2012,Male,NA,NA,-27.46281667,153.0194167,0.015761821,9,571,0.015761821
Jack,Male,10/12/2012,3,21,Broms,22/08/2012,Male,NA,NA,-27.46281667,153.0194167,0.015761821,9,571,0.015761821
Jack,Male,10/12/2012,3,21,Broms,20/08/2012,Male,NA,NA,-27.46281667,153.0194167,0.015761821,9,571,0.015761821
Lars,Male,18/09/2012,3,12.3,Lake,15/03/2013,Male,248,925,-27.4626,153.0179667,0.02244389,11,401,0.027431421
Lars,Male,18/09/2012,3,12.3,Lake,24/08/2012,Male,263,850,-27.4626,153.0179667,0.02244389,11,401,0.027431421
Laurent,Male,23/03/2013,3,39,Arid,22/08/2012,Male,254,850,-27.4623,153.0183,0.007733952,10,1293,0.007733952
Laurent,Male,9/03/2013,3,21.4,Lake,22/08/2012,Male,254,850,-27.46238333,153.0178333,0.007733952,10,1293,0.007733952
Laurent,Male,10/12/2012,3,21.2,Lake,22/08/2012,Male,254,850,-27.4625,153.0180167,0.007733952,10,1293,0.007733952
Laurent,Male,23/03/2013,3,39,Arid,13/03/2013,Male,266,875,-27.4623,153.0183,0.007733952,10,1293,0.007733952
Laurent,Male,9/03/2013,3,21.4,Lake,13/03/2013,Male,266,875,-27.46238333,153.0178333,0.007733952,10,1293,0.007733952
Laurent,Male,10/12/2012,3,21.2,Lake,13/03/2013,Male,266,875,-27.4625,153.0180167,0.007733952,10,1293,0.007733952
Meaty,Male,14/01/2013,3,2828.4,BBabs,20/08/2012,Male,NA,NA,-27.46196667,153.0177167,0.015521064,9,451,0.019955654
Mojo,Male,5/09/2012,3,19.1,Rforest,14/03/2013,Male,252,950,-27.4624,153.0175833,0.00952381,5,420,0.011904762
Mojo,Male,5/09/2012,3,19.1,Rforest,7/03/2013,Male,269,950,-27.4624,153.0175833,0.00952381,5,420,0.011904762
Mojo,Male,5/09/2012,3,19.1,Rforest,24/08/2012,Male,NA,NA,-27.4624,153.0175833,0.00952381,5,420,0.011904762
Paqueratte,Female,24/03/2013,3,37.7,BBabs,29/08/2012,Female,205,425,-27.46195,153.0175833,0.024096386,11,332,0.03313253
Regis,Male,23/03/2013,3,37.1,Pground,18/03/2013,Male,253,910,-27.46238333,153.01915,0.017262639,28,811,0.034525277
Roasty,Male,9/03/2013,3,20.9,Lake,NA,NA,NA,NA,-27.46253333,153.0181,0.026378897,15,417,0.035971223
Scarface,Male,29/03/2013,3,40.4,BBabs,NA,NA,NA,NA,-27.46188333,153.0174333,0.010638298,8,470,0.017021277
Scarface,Male,11/09/2012,3,38.8,BBabs,NA,NA,NA,NA,-27.46181667,153.0173333,0.010638298,8,470,0.017021277
Seb,Male,7/12/2012,3,21.2,Spec,7/03/2013,Male,230,775,-27.4629,153.0190333,0.035040431,14,371,0.037735849
Tawney,Male,10/12/2012,3,21.3,Spec,8/03/2013,Male,258,825,-27.46278333,153.0189833,0.049145299,29,468,0.061965812
Tawney,Male,10/12/2012,3,21.3,Spec,20/08/2012,Male,NA,NA,-27.46278333,153.0189833,0.049145299,29,468,0.061965812
Tim,Male,11/09/2012,3,39.1,Broms,12/03/2013,Male,255,750,-27.46275,153.01975,0.006779661,10,590,0.016949153
Albert,Male,6/11/2013,4,38.3,Spec,5/12/2013,Male,270,850,-27.46253333,153.01895,0.002254791,2,887,0.002254791
Albert,Male,28/10/2013,4,18.1,Spec,5/12/2013,Male,270,850,-27.46261667,153.0193,0.002254791,2,887,0.002254791
Ishy,Male,11/11/2013,4,3232.6,Lake,23/10/2013,Male,269,940,-27.46268333,153.0181667,0.013215859,6,454,0.013215859
Karin,Female,2/12/2013,4,7348,Lake,23/10/2013,Female,210,425,-27.4627,153.0182167,0.015873016,6,378,0.015873016
Karin,Female,2/12/2013,4,7348,Lake,6/12/2013,Female,217,430,-27.4627,153.0182167,0.015873016,6,378,0.015873016
Magnum,Male,28/10/2013,4,21.3,Spec,10/10/2013,Male,250,900,-27.46261667,153.0192833,0.005928854,2,506,0.003952569
Magnum,Male,21/10/2013,4,21.3,Spec,10/10/2013,Male,250,900,-27.4627,153.0191833,0.005928854,2,506,0.003952569
Peaches,Female,28/10/2013,4,21.2,Rforest,6/12/2013,Female,194,375,-27.46233333,153.01755,0.002785515,1,359,0.002785515
Arnold,Male,26/03/2015,5,21,Spec,NA,NA,NA,NA,-27.46288333,153.0192333,0.032967033,25,546,0.045787546
Arnold,Male,4/11/2014,5,40.1,Spec,NA,NA,NA,NA,-27.46295,153.0190333,0.032967033,25,546,0.045787546
Arnold,Male,20/10/2014,5,20.7,Spec,NA,NA,NA,NA,-27.46303333,153.0191167,0.032967033,25,546,0.045787546
Barron,Male,20/04/2015,5,20.3,Spec,NA,NA,NA,NA,-27.46276667,153.0193833,0.01369863,25,803,0.03113325
Beans,Female,7/11/2014,5,18.4,Rforest,14/04/2015,Female,199,495,-27.46201667,153.0173333,0.016853933,11,356,0.030898876
Bongo,Male,4/10/2014,5,20.3,Spec,7/04/2015,Male,266,800,-27.46288333,153.0192167,0.017964072,37,1670,0.022155689
Bub,Male,22/10/2014,5,19,Rforest,NA,NA,NA,NA,-27.46195,153.0171167,0.009160305,5,655,0.007633588
Cameron,Male,12/02/2015,5,20.2,Pground,NA,NA,NA,NA,-27.46218333,153.0188333,0.00621118,16,966,0.016563147
Cole,Male,20/04/2015,5,19.3,Spec,7/04/2015,Male,261,900,-27.46295,153.0192167,0.017175573,33,1048,0.03148855
Dan,Male,17/04/2015,5,20.6,Spec,NA,NA,NA,NA,-27.46265,153.0194,0.01863354,16,644,0.02484472
Dan,Male,18/02/2015,5,21,Spec,NA,NA,NA,NA,-27.4626,153.0192833,0.01863354,16,644,0.02484472
Evi,Female,5/02/2015,5,20.7,Spec,7/04/2015,Female,181,345,-27.46306667,153.0194333,0.022792023,24,702,0.034188034
Fern,Female,23/10/2014,5,39.7,Broms,NA,NA,NA,NA,-27.46245,153.0197833,0.015184382,8,461,0.017353579
Francine,Female,9/03/2015,5,287,Lake,NA,NA,NA,NA,-27.46273333,153.0182833,0.016233766,8,308,0.025974026
Francine,Female,11/02/2015,5,20.6,Lake,NA,NA,NA,NA,-27.46271667,153.0182333,0.016233766,8,308,0.025974026
Gaga,Male,7/11/2014,5,20.9,Rforest,NA,NA,NA,NA,-27.46193333,153.0177667,0.00933126,6,644,0.00931677
Ishy,Male,4/11/2014,5,335,Lake,NA,NA,NA,NA,-27.4625,153.0180667,0.010165184,10,787,0.01270648
Karin,Female,20/10/2014,5,39.7,Lake,NA,NA,NA,NA,-27.4626,153.01815,0.018817204,12,373,0.032171582
Kelvin,Male,26/02/2015,5,39.2,Spec,NA,NA,NA,NA,-27.4626,153.0189667,0.012594458,15,397,0.037783375
Lima,Female,11/03/2015,5,39.9,Spec,NA,NA,NA,NA,-27.46303333,153.01905,0.04,20,375,0.053333333
Lima,Female,11/02/2015,5,18.1,Spec,NA,NA,NA,NA,-27.46291667,153.01905,0.04,20,375,0.053333333
Marcos,Male,11/02/2015,5,19.3,Lake,NA,NA,NA,NA,-27.46226667,153.0174333,0.021021021,21,666,0.031531532
Mercy,Female,5/11/2014,5,19.8,Lake,NA,NA,NA,NA,-27.46248333,153.0180167,0.020618557,9,388,0.023195876
Millie,Female,11/02/2015,5,20.6,Spec,NA,NA,NA,NA,-27.46283333,153.0189167,0.038690476,11,336,0.032738095
Nigella,Female,16/04/2015,5,2701,Spec,NA,NA,NA,NA,-27.46303333,153.0190333,0.013357078999999999,19,1123,0.016918967
Patrick,Male,4/11/2014,5,40.2,Spec,NA,NA,NA,NA,-27.46291667,153.019,0.035928144,11,334,0.032934132
Peaches,Female,7/11/2014,5,20.1,Lake,NA,NA,NA,NA,-27.4623,153.01745,0.033444816,10,299,0.033444816
Peaches,Female,4/10/2014,5,20.4,Lake,NA,NA,NA,NA,-27.462283330000002,153.01745,0.033444816,10,299,0.033444816
Peanut,Male,16/10/2014,5,20.3,Broms,NA,NA,NA,NA,-27.46313333,153.01985,0.008689356,11,1381,0.007965243
Porridge,Male,25/11/2014,5,39.1,Broms,NA,NA,NA,NA,-27.4629,153.0197167,0.026745914,20,673,0.029717682
Puppet,Male,30/11/2014,5,39.8,BBabs,NA,NA,NA,NA,-27.46226667,153.018,0.005785921,7,1037,0.006750241
Ripper,Male,25/11/2014,5,20.5,Broms,NA,NA,NA,NA,-27.46268333,153.02,0.014773777,14,1083,0.012927054
Seb,Male,2/09/2014,5,38.8,Spec,NA,NA,NA,NA,-27.46296667,153.01905,0.032634033,19,429,0.044289044
Spears,Female,22/09/2014,5,20.5,Pground,NA,NA,NA,NA,-27.46255,153.01965,0.02688172,14,372,0.037634409
Tyler,Male,7/11/2014,5,20.1,Rforest,NA,NA,NA,NA,-27.46218333,153.0173833,0.032338308,11,402,0.027363184
Xavier,Male,20/04/2015,5,19.4,Spec,NA,NA,NA,NA,-27.46285,153.01895,0.011737089,9,426,0.021126761
Batsy,Male,19/09/2022,13,14.7,Lake,17/04/2023,Male,240,920,-27.46268333,153.0181333,0.061538462,24,325,0.073846154
Batsy,Male,19/09/2022,13,14.7,Lake,14/11/2022,Male,255,830,-27.46268333,153.0181333,0.061538462,24,325,0.073846154
Bulma,Female,10/09/2022,13,782,Spec,15/11/2022,Female,169,320,-27.46305,153.0192833,0.041269841,23,315,0.073015873
Bulma,Female,10/09/2022,13,782,Spec,13/04/2023,Female,290,320,-27.46305,153.0192833,0.041269841,23,315,0.073015873
Chenille,Male,12/09/2022,13,14,Lake,18/11/2022,Male,243,860,-27.4627,153.0179667,0.019160584,35,1192,0.029362416
Cozmo,Male,4/10/2022,13,14,Spec,13/04/2023,Male,230,700,-27.46281667,153.0192167,0.034136546,24,502,0.047808765
Cozmo,Male,15/09/2022,13,15.5,Lake,13/04/2023,Male,230,700,-27.46285,153.01845,0.034136546,24,502,0.047808765
Cozmo,Male,4/10/2022,13,14,Spec,14/11/2022,Male,240,680,-27.46281667,153.0192167,0.034136546,24,502,0.047808765
Cozmo,Male,15/09/2022,13,15.5,Lake,14/11/2022,Male,240,680,-27.46285,153.01845,0.034136546,24,502,0.047808765
Deathlock,Male,19/09/2022,13,14.5,Spec,14/11/2022,Male,255,740,-27.46273333,153.01935,0.019077901,15,632,0.023734177
Deathlock,Male,4/09/2022,13,9439,Spec,14/11/2022,Male,255,740,-27.46283333,153.0193667,0.019077901,15,632,0.023734177
Deathlock,Male,19/09/2022,13,14.5,Spec,13/04/2023,Male,270,780,-27.46273333,153.01935,0.019077901,15,632,0.023734177
Deathlock,Male,4/09/2022,13,9439,Spec,13/04/2023,Male,270,780,-27.46283333,153.0193667,0.019077901,15,632,0.023734177
December,Male,26/09/2022,13,15.2,Lake,14/11/2022,Male,252,800,-27.46258333,153.0181333,0.050480769,27,427,0.06323185
December,Male,11/09/2022,13,15.2,Lake,14/11/2022,Male,252,800,-27.46238333,153.0178333,0.050480769,27,427,0.06323185
Eliana,Female,12/09/2022,13,16.2,Lake,24/04/2023,Female,170,280,-27.46233333,153.0175833,0.022113022,11,369,0.029810298
Eliana,Female,12/09/2022,13,16.2,Lake,16/11/2022,Female,190,260,-27.46233333,153.0175833,0.022113022,11,369,0.029810298
End,Male,27/10/2022,13,11,Spec,14/11/2022,Male,255,200,-27.4628,153.0193333,0.05370844,26,391,0.066496164
End,Male,27/10/2022,13,11,Spec,13/04/2023,Male,260,620,-27.4628,153.0193333,0.05370844,26,391,0.066496164
Fitza,Female,5/08/2022,13,773,Spec,18/11/2022,Female,175,280,-27.46288333,153.0194667,0.019911504,20,422,0.047393365
Flea,Male,23/09/2022,13,16,Lake,24/04/2023,Male,230,660,-27.46263333,153.01815,0.048387097,24,440,0.054545455
Flea,Male,23/09/2022,13,16,Lake,14/11/2022,Male,255,700,-27.46263333,153.01815,0.048387097,24,440,0.054545455
Glordarina,Female,17/02/2023,13,16.1,Lake,15/11/2022,Female,185,390,-27.46238333,153.0179333,0.040752351,17,315,0.053968254
Glordarina,Female,17/02/2023,13,16.1,Lake,17/04/2023,Female,198,360,-27.46238333,153.0179333,0.040752351,17,315,0.053968254
Goblin,Female,1/03/2023,13,39.2,Spec,15/11/2022,Female,205,560,-27.46286667,153.0194167,0.034161491,12,312,0.038461538
Goblin,Female,1/03/2023,13,39.2,Spec,17/04/2023,Female,220,620,-27.46286667,153.0194167,0.034161491,12,312,0.038461538
Hazelnut,Female,22/02/2023,13,15.5,Spec,24/04/2023,Female,198,250,-27.4624,153.01865,0.015748031,4,255,0.015686275
Logan,Male,4/10/2022,13,8.5,Spec,15/11/2022,Male,250,690,-27.46281667,153.0192333,0.025293586,35,1118,0.031305903
Minnie,Female,15/09/2022,13,15.4,Spec,14/11/2022,Female,175,300,-27.463,153.0190667,0.0562249,8,249,0.032128514
Minnie,Female,15/09/2022,13,15.4,Spec,14/04/2023,Female,200,320,-27.463,153.0190667,0.0562249,8,249,0.032128514
Moose,Male,25/01/2023,13,264,Lake,14/04/2023,Male,215,470,-27.46256667,153.0181,0.072463768,22,285,0.077192982
Moose,Male,25/01/2023,13,264,Lake,15/11/2022,Male,230,480,-27.46256667,153.0181,0.072463768,22,285,0.077192982
Saki,Male,23/09/2022,13,15.9,Lake,14/11/2022,Male,200,NA,-27.46271667,153.0181333,0.05952381,23,336,0.068452381
Saki,Male,23/09/2022,13,15.9,Lake,14/04/2023,Male,240,650,-27.46271667,153.0181333,0.05952381,23,336,0.068452381
Sandwich,Female,10/10/2022,13,15.5,Lake,16/11/2022,Female,180,280,-27.46268333,153.0182,0.070921986,24,292,0.082191781
Sandwich,Female,10/10/2022,13,15.5,Lake,17/04/2023,Female,187,360,-27.46268333,153.0182,0.070921986,24,292,0.082191781
Shelton,Male,5/09/2022,13,13.1,Spec,14/11/2022,Male,205,240,-27.4627,153.0186167,0.03649635,17,274,0.062043796
Sprinkles,Male,5/12/2022,13,40.2,Spec,15/11/2022,Male,238,493,-27.46266667,153.0189833,0.022973835,41,1511,0.027134348
Vision,Male,15/09/2022,13,12.7,Lake,16/11/2022,Male,270,890,-27.46285,153.0191833,0.015317287,30,466,0.064377682
Waller,Male,26/09/2022,13,220,Lake,NA,NA,NA,NA,-27.46236667,153.0174333,0.018957346,8,633,0.012638231
Wendy,Female,15/09/2022,13,16,Lake,21/11/2022,Female,180,360,-27.46285,153.0183,0.03125,16,285,0.056140351
Wendy,Female,15/09/2022,13,16,Lake,14/04/2023,Female,199,380,-27.46285,153.0183,0.03125,16,285,0.056140351
